name,alternate_names,code,population,latitude,longitude
Frontovoye,"Frontove,Frontovoe,Frontovoye,Otarkoj,Отарко́й,Фронтове,Фронтовое",PPL,1006,44.66737,33.73841
Demnya,"Demnia,Demnja,Demnya,Dymovka,Демня,Дымовка",PPL,1602,49.56738,23.94607
Dobre,"Dobraya,Dobre,Dobroe,Dobré,Kolonija Dobra,Добре,Доброе,Колонія Добра",PPL,1727,47.31032,32.44936
Cherlenivka,"Cerlina Mare,Cherlenivka,Cherlenovka,Tcherlenivka,Tcherlénivka,Черленовка,Черленівка",PPL,2236,48.29284,26.40255
Cherkasy,"CKC,Cerkasad,Cerkasai,Cerkasi,Cerkaso,Cerkassi,Cerkasy,Cerkasî,Charkasy,Cherkas khot,Cherkasi,Cherkassi,Cherkassy,Cherkasy,Circassium,Cserkaszi,Czerkasy,Tcherkassi,Tcherkassy,Tcherkássi,Tjerkasy,Tscherkassy,Tserkasso,Tserkasy,Tsjerkasi,Tsjerkasy,Txerkassi,Txerkasy,Tšerkassõ,Tšerkasy,cheleukasi,cherukasui,chrkasy,chrkysy,chyrkasy,qie er ka se,zrqʼsy,Çerkassi,Çerkası,Ĉerkaso,Čerkasad,Čerkasai,Čerkasi,Čerkasy,Чаркасы,Черкас хот,Черкаси,Черкасси,Черкассы,Черкасы,Չերկասի,צרקאסי,چرکاسی,چرکیسی,چیرکاسی,ჩერკასი,チェルカースィ,切爾卡瑟,체르카시",PPLA,276360,49.44452,32.05738
Chaplynka,"Chaplinka,Tchaplynka,Tschaplynka,Чаплинка",PPLA2,9687,46.36454,33.54087
Pozharskoye,"Bulganak-Bodrak,Pozhars'ke,Pozharskoe,Pozharskoye,Булгана́к-Бодра́к,Пожарское,Пожарське",PPLA3,1426,44.93554,33.87109
Brylivka,"Brilivka,Briljovka,Brylivka,Брилёвка,Брилівка",PPL,4252,46.42025,33.14108
Bereznyky,"Bereznik,Berezniki,Bereznyky,Березники",PPL,3055,48.51111,23.22186
Berezan,"Berezan,Berezan',Berezan’,Berezen',Berezen’,Khutor Berezen',Khutor Berezen’,Березань",PPL,1186,46.56941,30.43028
Bilousivka,"Belousovka,Bilousivka,Белоусовка,Білоусівка",PPL,1274,47.42161,31.53289
Bazaryanka,"Basyrjamka,Bazar'janka,Bazar'yanka,Bazarianca,Bazarianka,Bazar’yanka,Bazir'jamka,ba zha liang ka,bazariankʼa,Базарьянка,Базар’янка,Базир'ямка,ბაზარიანკა,巴扎良卡",PPL,1153,45.88727,30.14591
Azovskoye,"Azovs'ke,Azovskoe,Azovskoye,Kalaj,Азовское,Азовське,Кала́й",PPLA3,3656,45.58604,34.5668
Antoniny,"Antonini,Antoniny,Антонины,Антоніни",PPL,2157,49.80924,26.87011
Oleksiivka,"Alekseyevka,Mannsburg,Mansburg,Oleksiivka,Oleksiyivka,ao lie ke xi yi fu ka,Мансбург,Олексіївка,奧列克西伊夫卡",PPL,1695,46.12058,30.06219
Andreyevka,"Akleiz,Andreevka,Andreyevka,Andriivka,Аклеи́з,Андреевка,Андріївка",PPLA3,1498,44.81663,33.56313
Verkhni Stanivtsi,"Stanestii de Sus,Stăneștii de Sus,Verkhni Stanivci,Verkhni Stanivtsi,Verkhnie Stanovcy,Верхние Становцы,Верхні Станівці",PPL,1750,48.28765,25.59001
Kurskoye,"Kishlav,Kurs'ke,Kurskoe,Kurskoye,Кишла́в,Курское,Курське",PPLA3,1204,45.02908,34.93623
Razdol’noye,"Razdol'noe,Razdol'noye,Razdol’noye,Rozdol'ne,Раздольное,Роздольне",PPL,1008,45.36161,34.85482
Horenka,"Gorenka,Horenka,Горенка",PPL,5358,50.55731,30.33217
Avanhard,"Avangard,Avanhard,Авангард",PPL,5554,46.46871,30.61551
Kostychany,"Costiceni,Kostichani,Kostichany,Kostytchany,Костичани,Костичаны",PPL,3450,48.2258,26.51545
Shelkovichnoye,"Shelkovichnoe,Shelkovichnoye,Shovkovichne,Temesh,Теме́ш,Шелковичное,Шовковичне",PPL,1357,45.18748,33.68807
Shabo,"Acha-Abag,Chabo,Khabag,Saba Tarc,Saba-Targ,Schabo-Kolonie,Schabo-Possad,Shaba,Shabo,Szabo,sha bo,Șaba-Târg,Шаба,Шабо,沙博",PPL,7108,46.12657,30.38567
Serbychany,"Serbichani,Serbichany,Serbichen',Serbichen’,Serbychany,Serbytchany,Сербичани",PPL,1570,48.49701,27.29124
Seliatyn,"Seletin,Seliatyn,Seljatin,Selyatin,Selyatyn,Zeletin,Селятин",PPL,2380,47.86737,25.19925
Rusakovka,"Kokej Russkij,Rusakivka,Rusakovka,Коке́й Ру́сский,Русаковка,Русаківка",PPLA3,918,45.12369,34.47458
Rozdilna,"Raz'dzel'naja,Razdel'naja,Razdel'naya,Razdel’naya,Rozdil'na,Rozdilna,rwzdlyna,rwzdylna,Раздельная,Разьдзельная,Роздилна,Роздільна,روزدلينا,روزدیلنا",PPLA2,17858,46.85479,30.07091
Romankivtsi,"Romancauti,Romankauts',Romankautsi,Romankauts’,Romankivci,Romankivtsi,Romankoutsy,Romankovtsy,Romăncăuţi,Романківці",PPL,5066,48.48421,27.2141
Rohatyn,"Ragatyn,Rogatin,Rohatin,Rohatina,Rohatino,Rohatyn,Rohatîn,luo jia jing,rwhatyn,Рагатын,Рогатин,Ռոհատին,רוהאטין,روهاتین,روہاتین,ڕۆھاتین,როგატინი,羅加京",PPLA2,7797,49.41043,24.61103
Razdol’noye,"Ak-Shejkh,Aq Sejich,Aq Šejiχ,Razdol'noe,Razdol'noye,Razdol’noye,Rozdol'ne,Ак-Ше́йх,Раздольное,Роздольне",PPLA2,7326,45.77083,33.48777
Pidvynohradiv,"Pidvinogradiv,Pidvynohradiv,Podvinogradov,Підвиноградів",PPL,4206,48.13843,22.97304
Pochayiv,"Pochaev,Pochaiv,Poczajow,Poczajów,Potchaiv,Potchaïv,Почаев,Почаїв",PPL,7691,50.00412,25.5093
Petrovka,"Petrivka,Petrovka,Петровка,Петрівка",PPLA3,6714,45.49776,34.28816
Petropavlivka,"Petropavlivka,Petropavlovka,Pétropavlivka,Петропавловка,Петропавлівка",PPLA2,6944,48.46353,36.43061
Novyi Svit,"Nov.Svet,Novij Svit,Novy Svet,Novyi Svit,Novyy Svet,Novyy Svit,Нов.Свет,Новий Світ",PPL,9488,47.80591,38.02112
Novoyelizavetivka,"Novaya Yelizavetovka,Novoelizavetivka,Novoielizavetivka,Novoïélizavétivka,Polustal',Polustal’,Новоєлизаветівка",PPL,1501,47.1538,30.39987
Novoselovskoye,"Frajdorf,Novoselivs'ke,Novoselovskoye,Novosjolovskoe,Новоселівське,Новосёловское,Фрайдорф",PPLA3,3179,45.44276,33.59795
Novooleksiyivka,"Novoalekseevka,Novooleksiivka,Novooleksiyivka,Novooleksiïvka,Новоалексеевка,Новоолексіївка",PPL,10154,46.22995,34.64576
Mostys'ka,"Mos'tsiska,Mosciska,Mostis'ka,Mostiska,Mostys'ka,Mostys’ka,Mos’tsiska,Mościska,Мостиска,Мостиська",PPL,9188,49.79467,23.15077
Morskoye,"Kapsikhor,Mors'ke,Morskoe,Morskoye,Капсихо́р,Морское,Морське",PPL,2394,44.82593,34.80314
Mirny,"Mirnij,Mirny,Mirnyj,Myrne,Мирний,Мирный",PPL,4209,45.30788,33.03501
Yantarnoye,"Jantarne,Jantarnoe,Tashly-Dair,Tasly Dajyr,Tašly Dajyr,Yantarnoye,Ташлы́-Даи́р,Янтарне,Янтарное",PPLA3,2368,45.43473,34.22134
Lukiv,"Lukiv,Lukov,Lukuv,Луків",PPL,3043,51.0521,25.40059
Litvinenkovo,"Kentugaj,Litvinenkove,Litvinenkovo,Qaja Asty,Кентуга́й,Литвиненкове,Литвиненково",PPL,1439,45.08648,34.31107
Lypniazhka,"Lipnjazhka,Lipnyazhka,Lypniazhka,Lypnyazhka,Липняжка",PPL,4272,48.4458,31.08074
Lypetske,"Lipec'ke,Lypetske,Lypetské,Липецьке",PPL,3740,47.73646,29.71521
Lenino,"Lenina,Lenine,Lenino,Lénine,Lénino,Sem' Kolodezej,Semi Kolodezey,Sim Kolodiaziw,Sim Kołodiaziw,Yedi Kuyu,Yedi Quyu,lie ni nie,lynyn,Łenine,Łenino,Ленино,Леніна,Леніне,Семь Колодезей,Լենինո,لینین,列尼涅",PPLA2,7871,45.29857,35.77708
Kushnytsia,"Kushnicja,Kushnitsa,Kushnitse,Kushnytsia,Kushnytsya,Kusnice,Kušnice,Кушниця",PPL,4508,48.45272,23.26166
Kreminna,"Kremenaya,Kremennaja,Kremennaya,Kremennoj,Kremina,Kreminna,ke lie mian na ya,krmyna,Кременная,Кременной,Кремина,Кремінна,Կրեմենայա,کرمینا,კრემენაია,克列緬納亞",PPL,18417,49.0495,38.21893
Kozyryany,"Cozareni,Cozăreni,Kozirjani,Kozyriany,Kozyrjany,Козиряни,Козыряны",PPL,1005,48.36774,26.64639
Koreiz,"Koreiz,Koreyiz,Кореиз,Кореїз",PPL,5455,44.43149,34.08404
Knyazhichi,"Knjazhichi,Knyazhichi,Княжичи",PPL,5207,50.46275,30.78369
Zrub-Komarivskyy,"Trei Movile,Zroub-Komarivskyi,Zroub-Komarivskyï,Zrub-Komarivs'kij,Zrub-Komarovskij,Зруб-Комаровский,Зруб-Комарівський",PPL,1451,48.15918,25.56868
Katiuzhanka,"Katiuzhanka,Katjuzhanka,Katyuzhanka,Катюжанка",PPL,4046,50.80595,30.13763
Tayirove,"Tairove,Tairovo,Taïrové,Таирово,Таїрове",PPL,3830,46.35899,30.64777
Trudovoye,"Trudove,Trudovoe,Trudovoye,Трудове,Трудовое",PPLA3,2173,44.99133,34.20311
Novoozyornoye,"Novoozerne,Novoozerno,Novoozjornoe,Novoozoernoye,Novoozyornoe,Novoozyornoye,Novoozörnoye,Nowooserne,nuo wo ao ze er nie,Новоозерне,Новоозёрное,Նովոոզյորնոե,諾沃奧澤爾涅",PPL,4998,45.38314,33.11715
Nikol's’ke,"Kal'chik,Kal’chik,Nikol's'ke,Nikol'skae,Nikol's’ke,Nikolske,Nikolśke,Voladarskoye,Volodars'ke,Volodarskoe,Volodars’ke,Wolodarske,Wołodarśke,ny kaulʾsʾ kh,Володарское,Володарське,Нікольскае,Нікольське,ني كاُلءسء كه",PPLA2,0,47.20533,37.32139
Volochysk,"Valachysk,Volochis'k,Volochisk,Volocisk,Volocys'k,Volotchysk,Voloçısk,Voločisk,Voločys'k,Wolocysk,Woloczyska,Wolotschisk,Wolotschysk,Woločysk,Wołoczyska,fwlwtshysk,wo luo qi si ke,wwlwchysk,Валачыск,Волочиск,Волочиськ,فولوتشيسك,وولوچیسک,沃洛奇斯克",PPLA2,18802,49.53606,26.20681
Staryy Vovchynets,"Starij Vovchinec',Staryi Vovtchynets,Staryj Volchinec,Staryï Vovtchynets,Volcinet,Volcineț,Wolczynetz,Старий Вовчинець,Старый Волчинец",PPL,2039,48.0048,25.93288
Verkhovyna,"Verhovina,Verhovîna,Verkhovina,Verkhovyna,Wierchowina,Zhab'e,Верховина,Жаб'є",PPLA2,5829,48.15536,24.82986
Verkhnesadovoye,"Duvankoj,Verkhn'osadove,Verkhnesadovoe,Verkhnesadovoye,Верхнесадовое,Верхньосадове,Дуванко́й",PPLA3,2331,44.68932,33.70207
Velyka Mykhaylivka,"Grosulovo,Prosulovo,Velika Mikhajlivka,Velikaja Mikhajlovka,Velikaya Mikhalovka,Velikaya Mikhaylovka,Velyka Mykhailivka,Vélyka Mykhaïlivka,Велика Михайлівка,Великая Михайловка",PPLA2,5458,47.07847,29.85253
Vatutine,"Vatoutine,Vatoutiné,Vatutine,Vatutino,Ватутино,Ватутіне",PPL,16096,49.01198,31.04659
Udobne,"Han-Casla,Han-Câșla,Hani Casla,Hani Câșla,Khan-Kishlo,Kyshlo Hanului,Oudobne,Oudobné,Udobne,Udobnoe,wu duo bu nie,Удобне,Удобное,Хан-Кишло,烏多布涅",PPL,1947,46.37836,30.04545
Tysovets,"Tisauti,Tisovec,Tisovec',Tișăuți,Tysovets,Тисовец,Тисовець",PPL,3556,48.17298,25.89877
Tsybulivka,"Cibulevka,Cibulivka,Tsybulevka,Tsybulivka,Цибулевка,Цибулівка",PPL,1888,48.38641,29.11747
Irmino,"Irmino,Teplogirs'k,Teplogorsk,Teplohirs'k,Teplohirsk,Teplohirs’k,Ірміно,Теплогорск,Теплогірськ",PPL,9343,48.59905,38.58824
Stalnivtsi,"Stal'nivci,Stal'novcy,Stalinesti,Stalnivtsi,Stălinești,Стальновцы,Стальнівці",PPL,2104,48.30389,26.55281
Stakhanovka,"Beshuj-Iljak,Stakhanovka,Бешу́й-Иля́к,Стахановка",PPLA3,857,45.37062,33.94883
Spaske,"Spas'ke,Spaske,Spasskoe,Spasskoye,Spas’ke,Спасское,Спаське",PPL,3017,48.6577,35.04966
Spas,"Spas,Спас",PPL,2976,48.88727,24.06164
Sloviansk,"Slaviansk,Slavjansk,Slavyansk,Slawjansk,Slov'jans'k,Sloveansk,Sloviansk,Slovjan'sk,Slovjansk,Slovjanska,Slovjanskas,Slovjansko,Slovyansk,Slov”yans'k,Slov”yans’k,Slowiansk,Slowjansk,Słowiańsk,Słowjansk,aslwfyansk,seullobiyansikeu,si la wei yang si ke,slwfyansk,suravuyansuku,Σλοβιάνσκ,Славянск,Славјанск,Слов'янськ,Словяньск,Слов’янськ,Սլովյանսկ,اسلوفیانسک,سلوفيانسك,სლავიანსკი,スラヴャンスク,斯拉維揚斯克,슬로비얀시크",PPL,106972,48.84974,37.59739
Skelivka,"Fel'shtin,Fel'shtyn,Felsteen,Felstin,Felsztyn,Fel’shtin,Fel’shtyn,Skelevka,Skelivka,Скелевка,Скелівка",PPL,1062,49.53686,22.96664
Skalat,"Skalat,Skałat,Скалат",PPL,3814,49.42544,25.97598
Shramkivka,"Khutor Shramkovka,Shramkivka,Shramkovka,Шрамковка,Шрамківка",PPL,2709,50.1396,32.12512
Shershentsi,"Shershenci,Shershentsi,Shershentsy,Shershintsy,Шершенці",PPL,1555,47.98823,29.00876
Rubizhne,"Rubezhnaya,Rubezhnoe,Rubezhnoye,Rubizhne,Rubizne,Rubižne,Рубежное,Рубіжне",PPL,56066,49.00606,38.38119
Rovenky,"Roven'ki,Roven'ky,Rovenky,Roven’ki,Roven’ky,Rowenki,Ровеньки",PPL,45651,48.08331,39.37764
Prybuzske,"Pribugskoe,Pribuz'ke,Prybouzke,Prybouzké,Прибугское,Прибузьке",PPL,1440,46.77968,32.09732
Petrovske,"Imeni Petrovskogo,Petrovs'ke,Petrovske,Petrovskoe,Petrovskoye,Petrovs’ke,Shterovskiy Zavod Imeni Petrovskogo,Петровское,Петровське",PPL,12683,48.29662,38.87892
Petrykivka,"Petrikivka,Petrikovka,Petrykivka,Петриковка,Петриківка",PPLA2,4896,48.7279,34.62837
Ozerne,"Babel',Babele,General Al. Averescu,General Averesku,Oserne,Ozerne,Ozernoe,Ozerné,Бабель,Генерал Авереску,Озерне,Озерное",PPL,5370,45.40559,28.66861
Novi Broskivtsi,"Broscautii Noi,Broscăuții Noi,Novi Broskivci,Novi Broskivtsi,Novye Broskovcy,Новые Бросковцы,Нові Бросківці",PPL,1469,48.22045,25.70484
Novotroyitske,"Novotroic'ke,Novotroickoe,Novotroitske,Novotroïtské,Saribulat,Velikij Sara Bulat,Великий Сара Булат,Новотроицкое,Новотроїцьке,Сарибулат",PPLA2,10647,46.35088,34.33245
Novokrymskoye,"Borlak-Tama,Burlaq,Novokrims'ke,Novokrymskoe,Novokrymskoye,Борла́к-Тама́,Новокримське,Новокрымское",PPLA3,1081,45.78007,34.15543
Hreyhove,"Grejgove,Grejgovo,Hreihove,Hréïhové,Грейгове,Грейгово",PPL,1422,47.11433,32.30029
Nova Kakhovka,"Naujoji Kachovka,Nova Kachovka,Nova Kahovka,Nova Kajovka,Nova Kakhovka,Novaja Kakhovka,Novaya Kaxovka,Nowa Kachowka,nobakahouka,nwbh qhwbqh,nwwa kakhwfka,xin ka huo fu ka,Нова Каховка,Новая Каховка,Նովայա Կախովկա,נובה קחובקה,نووا کاخوفکا,ნოვაია-კახოვკა,新卡霍夫卡,노바카호우카",PPL,45069,46.75966,33.35591
Nadvirna,"Nadvirna,Nadvornaja,Nadvornaya,Nadwirna,Nadworna,Nadwórna,na de wo er na ya,nadvornaia,nadwyrna,ndbwrnh,Надвирна,Надворная,Надвірна,Նադվորնայա,נאדווערנע,נדבורנה,نادویرنا,ნადვორნაია,納德沃爾納亞",PPLA2,22447,48.63659,24.5714
Naddnipryanske,"Naddneprjanskoe,Naddniprianske,Naddniprianské,Naddniprjans'ke,Надднепрянское,Наддніпрянське",PPL,1088,46.73591,32.7053
Molodyozhnoye,"Molodizhne,Molodjozhnoe,Molodyozhnoye,Молодёжное,Молодіжне",PPLA3,7597,45.00354,34.05634
Melnytsya-Podilska,"Mel'nica-Podol'skaja,Mel'nicja-Podil's'ka,Melnitea-Podilska,Melnytsia-Podilska,Melnîțea-Podilska,Mielnica Podolska,Мельница-Подольская,Мельниця-Подільська",PPL,3716,48.60816,26.16657
Melioratyvne,"Meliorativne,Meliorativnoe,Melioratyvne,Mélioratyvné,Мелиоративное,Меліоративне",PPL,4116,48.62047,35.40248
Makiv,"Makiv,Makov,Маков,Маків",PPL,5602,48.79388,26.68908
Liutizh,"Liutizh,Ljutezh,Ljutizh,Lutesh,Lutezh,Lvutezh,Lyutezh,Lyutizh,Лютеж,Лютіж",PPL,2282,50.6835,30.39324
Lomachyntsi,"Lomachinci,Lomachinets',Lomachinets’,Lomachintsy,Lomachyntsi,Lomacineti,Lomacineţi,Lomatchyntsi,Ломачинці",PPL,2217,48.58434,27.3801
Labushne,"Labouchne,Labouchné,Labushnaya,Labushne,Labushnoe,Лабушне,Лабушное",PPL,1365,48.02239,29.13654
Kumari,"Bol'shiye Kumary,Bol’shiye Kumary,Koumari,Kumari,Kumary,Кумари,Кумарі",PPL,1186,47.93591,30.66931
Krasnyi Kut,"Krasnij Kut,Krasnyi Kut,Krasnyy Kut,Красний Кут",PPL,2983,48.20138,38.79765
Krasnopillya,"Bljumenfel'd,Krasnopillia,Krasnopillja,Krasnopol'e,Блюменфельд,Краснополье,Краснопілля",PPL,1083,46.86308,31.24903
Koson,"Kosini,Kosino,Kosiny,Koson,Koson',Koson’,Kosyny,Mezokaszony,Mezőkaszony,Косонь",PPL,2338,48.25482,22.45896
Kherson,"Cherson,Chersona,Chersonas,Chersoń,H'erson,Herson,Hersona,Hersono,Herszon,H’erson,Jerson,Jersón,KHE,Kherson,Khersonskuju,Xerson,he er song,heleuson,heruson,hrswn,khersana,khersoni,khrswn,khyrswn,Ĥersono,Χερσώνα,Херсон,Херсонскую,Խերսոն,חרסון,خرسون,خيرسون,خیرسون,खेर्सन,ხერსონი,ヘルソン,赫尔松,헤르손",PPLA,289096,46.63695,32.61458
Soledar,"Imeni Karla Libknekhta,Karla Libknekhta,Karlo-Libknekhtovo,Karlo-Libknekhtovsk,Poselok,Soledar,Соледар",PPL,10692,48.69075,38.07432
Kamyanka,"Anchekrak,Kam'janka,Kamenka,Kamianka,Krasnobalkovo,Анчекрак,Кам'янка,Каменка,Краснобалково",PPL,1436,46.81654,31.67286
Ivanivka,"Ivanivka,Ivanovka,Yanovka,Іванівка",PPLA2,2424,46.97463,30.46938
Ivankivtsi,"Ivancauti,Ivancăuți,Ivankivci,Ivankivtsi,Ivankovcy,Іванківці,Иванковцы",PPL,1388,48.45332,25.67275
Gornostayevka,"Akkoz,Aq Koez,Aq Köz,Gornostaevka,Gornostaivka,Gornostayevka,Mariental',Акко́з,Горностаевка,Горностаївка,Мариента́ль",PPLA3,2132,45.27819,36.18601
Zelenyy Hay,"Leusenii Tautului,Leușenii Tăutului,Zelenij Gaj,Zelenyi Hai,Zeljonyj Gaj,Zélényï Haï,Зелений Гай,Зелёный Гай",PPL,1891,48.2251,26.21241
Hlobyne,"Globine,Globino,Hlobyne,Hlobyné,Глобине,Глобино",PPLA2,9349,49.37894,33.27555
Haysyn,"Gajsin,Haissyn,Hajsyn,Haïssyn,hʼysyn,Гайсин,האיסין",PPLA2,25735,48.81294,29.37917
Frunze,"Frunze,Фрунзе",PPLA3,3051,45.02688,33.62956
Drahovo,"Dragovo,Drahove,Drahovo,Драгово",PPL,4262,48.23789,23.54868
Dolynyany,"Dolineni,Dolinjani,Dolinjany,Dolyniany,Долиняни,Долиняны",PPL,1383,48.40715,26.42984
Dobrianka,"Dobrianka,Dobrjanka,Dobrovelichkivka,Dobryanka,Добровеличківка,Добрянка",PPL,3250,52.06314,31.18567
Oleksandriyske,"Aleksandrijskoe,Dimitrove,Dimitrovo,Dymytrove,Oleksandriiske,Oleksandrijs'ke,Oleksandriïské,Александрийское,Димитрове,Димитрово,Олександрійське",PPL,4718,48.60444,32.98851
Chervona Sloboda,"Cesars'ka Sloboda,Cesarskaja Sloboda,Chervona Sloboda,Chervonaja Sloboda,Sekava,Секава,Цесарская Слобода,Цесарська Слобода,Червона Слобода,Червоная Слобода",PPL,9333,49.37281,32.15742
Chernihiv,"Cernigau,Cernigiv,Cernigivo,Cernigov,Cernigovas,Cernigău,Cernihiv,Cernihivo,Cernihiw,Cernihov,Cerniqov,Charnigau,Chernigiv,Chernigov,Chernihiv,Chernígov,Csernyihiv,Czernihovia,Czernihow,Czernihów,Tchernihiv,Tjernihiv,Tschernigow,Tschernihiw,Tsernigiv,Tsernihiv,Tsjernihiv,Txernihiv,Txerníhiv,Tšernigiv,Tšernihiv,cheleunihiu,chernigovi,cherunihiu,chrnyhyf,qie er ni ge fu,tshrnyhyf,z'rnyhyb,Çernigiv,Çerniqov,Ĉernigivo,Ĉernihivo,Černigiv,Černigov,Černigovas,Černihiv,Černihiw,Černihov,Чарнігаў,Чернигов,Чернігів,Чернїгів,Չեռնիգով,צ'רניהיב,تشرنيهيف,چرنیهیف,چرنیہیف,ჩერნიგოვი,チェルニーヒウ,切尔尼戈夫,체르니히우",PPLA,307684,51.50551,31.28487
Cherepkivtsi,"Cerepauti,Cerepcauti,Cherepkivci,Cherepkivtsi,Cherepkouts,Cherepkovtsy,Черепківці",PPL,9376,48.01557,25.9643
Buzke,"Bouzke,Bouzké,Bugskoe,Buz'ke,Бугское,Бузьке",PPL,1529,47.42993,31.99806
Broska,"Broasca,Broska,brwska,bu luo si ka,Броска,بروسكا,布羅斯卡",PPL,3704,45.36943,28.78805
Blizhneye,"Blizhne,Blizhnee,Blizhneye,Blizhnjaja Bajbuga,Pricepka,Pritsepka,Бли́жняя Байбуга́,Ближнее,Ближнє,Прицепка",PPL,2779,45.05694,35.33056
Berezovka,"Berezivka,Berezovka,Sejich Eli,Smidovich,Šejiχ Eli,Березовка,Березівка,Смидо́вич",PPLA3,1308,45.57471,33.34397
Bereznehuvate,"Bereznegovata,Bereznegovataya,Bereznegovatoe,Bereznegovatoye,Berezneguvate,Bereznehouvate,Béreznéhouvaté,Березнеговатое,Березнегувате",PPLA2,7552,47.30872,32.85098
Baybuzivka,"Baibouzivka,Bajbuzivka,Baïbouzivka,Байбузівка",PPL,1056,48.11452,29.90202
Artemivsk,"Artemivs'k,Artemivsk,Artemivs’k,Artemovsk,Artëmovsk,Артемовск,Артемівськ",PPL,7616,48.44061,38.732
Abrikosovka,"Abrikosivka,Abrikosovka,Najman,Абрикосовка,Абрикосівка,Найма́н",PPLA3,1079,45.10759,35.10139
Lupareve,"Lupareve,Luparevo,Лупареве",PPL,1268,46.69167,31.975
Orshivtsi,"Oraseni,Orshevtsy,Orshivci,Orshivtsi,Orshovtsy,Orășeni,Оршівці",PPL,2382,48.4196,25.63075
