name,latitude,longitude,inf_type
Khodosivka,50.2760321,30.5240796,City/Town
Khotiv,50.3291566,30.4637543,City/Town
Kremenyshche,50.2970292,30.4626778,City/Town
Kruhlyk,50.3017732,30.4579068,City/Town
Shpytky,50.4180717,30.1253944,City/Town
Horbovychi,50.3913541,30.1542312,City/Town
Lisne,50.4431497,30.103649,City/Town
Mriia,50.4314437,30.1263129,City/Town
Makariv,50.4705203,29.8245604,City/Town
Zurivka,50.4532213,29.7474273,City/Town
Kalynivka,50.4142565,29.8324224,City/Town
Fasivochka,50.4386289,29.7963902,City/Town
Kodra,50.5931306,29.5620862,City/Town
Andriivka,50.553551,29.8461461,City/Town
Chervona Hirka,50.5474054,29.884247,City/Town
Borivka,50.4540589,29.5517423,City/Town
Lysytsia,50.4252322,29.4957837,City/Town
Sadky-Stroivka,50.4436052,29.5158589,City/Town
Shnuriv Lis,50.4055868,29.4754073,City/Town
Byshiv,50.2719741,29.8847349,City/Town
Horobiivka,50.2859227,29.8870331,City/Town
Lubske,50.2395949,29.8797466,City/Town
Ferma,50.2236831,29.8952437,City/Town
Velykyi Karashyn,50.3642393,29.6489343,City/Town
Malyi Karashyn,50.3489838,29.6373013,City/Town
Vilne,50.2162566,29.7811383,City/Town
Yurivka,50.2364653,29.7071256,City/Town
Havronshchyna,50.4860413,29.8331298,City/Town
Hruzke,50.2913037,29.7555969,City/Town
Vesela Slobidka,50.2692491,29.7437445,City/Town
Zabuiannia,50.5629026,29.6349372,City/Town
Volosin,50.5711687,29.6747144,City/Town
Makarivska Buda,50.6096737,29.6362927,City/Town
Sobolivka,50.6083229,29.6037995,City/Town
Kozychanka,50.2601778,29.7686167,City/Town
Kolonshchyna,50.4499334,29.949567,City/Town
Berezivka,50.4299182,29.9933312,City/Town
Marianivka,50.477706,29.9811974,City/Town
Mykolaivka,50.4652266,30.0229524,City/Town
Komarivka,50.5048449,29.532033,City/Town
Kopyliv,50.4109085,29.8912769,City/Town
Severynivka,50.4156395,29.9699333,City/Town
Korolivka,50.548119,29.7420078,City/Town
Novomyrivka,50.5875593,29.6923425,City/Town
Ferma,50.530516,29.6906677,City/Town
Lypivka,50.5172777,29.8051455,City/Town
Lozovyk,50.5152143,29.8516166,City/Town
Lyshnia,50.3082363,29.9491964,City/Town
Osykove,50.3186942,29.9852839,City/Town
Liudvynivka,50.3891294,29.8294735,City/Town
Marianivka,50.3337371,29.720562,City/Town
Makovyshche,50.4517474,29.8725793,City/Town
Vyshehrad,50.4584396,29.9172629,City/Town
Mostyshche,50.297362,30.0286805,City/Town
Motyzhyn,50.3896563,29.9264018,City/Town
Nalyvaikivka,50.4890721,29.7231513,City/Town
Pochepyn,50.4941782,29.7676893,City/Town
Nebelytsia,50.4173689,29.5965174,City/Town
Nizhylovychi,50.4869637,29.6299775,City/Town
Novosilky,50.3100054,30.068162,City/Town
Novi Opachychi,50.2528695,29.7919971,City/Town
Pashkivka,50.3073034,29.8719037,City/Town
Vitrivka,50.321521,29.8692332,City/Town
Plakhtianka,50.5121468,29.9034292,City/Town
Rozhiv,50.3820513,29.6436348,City/Town
Sytniaky,50.420429,29.7089299,City/Town
Sosnivka,50.2203369,29.8353619,City/Town
Konopelky,50.2328117,29.8023669,City/Town
Fasova,50.3799169,29.8113297,City/Town
Chervona Sloboda,50.3871303,29.6797969,City/Town
Chornohorodka,50.2243603,29.9706614,City/Town
Yuriv,50.4140588,29.7225282,City/Town
Zavalivka,50.426285,29.7347922,City/Town
Kopiivka,50.3987867,29.6976223,City/Town
Yablunivka,50.2614348,29.9699657,City/Town
Leonivka,50.2654582,29.9847127,City/Town
Yasnohorodka,50.3558499,30.0206877,City/Town
Myronivka,49.6628569,30.9813875,City/Town
Nova Oleksandrivka,49.6310228,31.0232226,City/Town
Oleksandrivka,49.6877069,30.780243,City/Town
Viktorivka,49.7347332,30.8301527,City/Town
Matviivka,49.7482081,30.8423368,City/Town
Frolivka,49.727949,30.7875879,City/Town
Vladyslavka,49.6461921,30.9645243,City/Town
Vakhutyntsi,49.5974204,30.9582924,City/Town
Huli,49.6097299,30.9705323,City/Town
Hrushiv,49.882805,31.2174189,City/Town
Vedmedivka,49.8852802,31.1712893,City/Town
Dudari,49.8823451,31.2603865,City/Town
Khodoriv,49.9180131,31.2390544,City/Town
Yemchykha,49.6793624,31.158734,City/Town
Zelenky,49.76495,30.91964,City/Town
Karapyshi,49.6486546,30.7890756,City/Town
Kypiachka,49.8328374,31.0587908,City/Town
Horobiivka,49.8341772,31.0408809,City/Town
Tarasivka,49.8284568,31.0044247,City/Town
Kozyn,49.6993684,31.1051649,City/Town
Kuteliv,49.7229326,31.0604345,City/Town
Saliv,49.6762121,31.0589258,City/Town
Korytyshche,49.7996705,30.9928393,City/Town
Makedony,49.8324531,31.1182495,City/Town
Kuleshiv,49.788384,31.090742,City/Town
Mali Prytsky,49.8556248,31.0977959,City/Town
Malyi Bukryn,49.9132572,31.3458869,City/Town
Velykyi Bukryn,49.9435285,31.3112296,City/Town
Romashky,49.9093819,31.2779405,City/Town
Maslivka,49.7197126,31.1617689,City/Town
Pii,49.8771169,31.1232713,City/Town
Lypovyi Rih,49.8952344,31.1205662,City/Town
Polove,49.7492196,30.9943168,City/Town
Svitle,49.7678385,30.9804729,City/Town
Potik,49.759927,31.047047,City/Town
Pustovity,49.6790315,30.8909809,City/Town
Rosava,49.6889223,30.9538123,City/Town
Tulyntsi,49.8179885,31.179972,City/Town
Tsentralne,49.6408586,31.087259,City/Town
Andriivka,49.6575762,31.0689537,City/Town
Nova Myronivka,49.6381104,31.1264371,City/Town
Piatykhatka,49.6299443,31.1046705,City/Town
Shandra,49.7918287,31.1531212,City/Town
Yukhny,49.6103228,30.8866666,City/Town
Yakhny,49.602179,31.0102876,City/Town
Mykytiany,49.6026005,30.9896439,City/Town
Ukrainka,50.1368459,30.7418287,City/Town
Pliuty,50.1682417,30.7325351,City/Town
Kozyn,50.1987297,30.6747945,City/Town
Velyki Dmytrovychi,50.1880866,30.5577369,City/Town
Mali Dmytrovychi,50.205622,30.5208732,City/Town
Veremia,50.0378722,30.8107991,City/Town
Vytachiv,50.1147214,30.8714009,City/Town
Hryhorivka,50.0548094,30.6268734,City/Town
Husachivka,50.0483466,30.6430854,City/Town
Matiashivka,50.0256099,30.6075118,City/Town
Dereviana,50.1131949,30.6939062,City/Town
Deremezna,50.0083504,30.4965349,City/Town
Dolyna,50.0581313,30.7008259,City/Town
Makarivka,50.0205605,30.686408,City/Town
Zhukivtsi,50.0793521,30.777088,City/Town
Kopachiv,50.1321906,30.5019987,City/Town
Zastuhna,50.1425485,30.4686643,City/Town
Shevchenkove,50.0911044,30.5187535,City/Town
Hermanivka,49.9898714,30.5490649,City/Town
Krasne Pershe,50.0801979,30.6728382,City/Town
Koziivka,50.0803319,30.6862017,City/Town
Krasna Slobidka,50.0231864,30.5926617,City/Town
Bezimenne,49.9656227,30.6597555,City/Town
Mala Vilshanka,50.0793236,30.4649901,City/Town
Stepok,50.0419708,30.5142173,City/Town
Neshcheriv,50.1502339,30.6178159,City/Town
Perehonivka,49.9732715,30.4959716,City/Town
Pershe Travnia,50.1187012,30.5413425,City/Town
Pidhirtsi,50.2328379,30.5460586,City/Town
Krenychi,50.2316308,30.4988125,City/Town
Romankiv,50.2363328,30.5653384,City/Town
Semenivka,49.9771775,30.5199283,City/Town
Kuli,49.939533,30.5337883,City/Town
Stari Bezradychi,50.1598056,30.5685098,City/Town
Berezove,50.1457638,30.5499304,City/Town
Kapustiana,50.1592635,30.5419786,City/Town
Koniusha,50.1662816,30.5366831,City/Town
Novi Bezradychi,50.1880951,30.5871415,City/Town
Parashchyna,50.1802984,30.556864,City/Town
Tarasivka,50.153232,30.583347,City/Town
Trypillia,50.1167753,30.7789852,City/Town
Khalepia,50.1168858,30.816862,City/Town
Shcherbanivka,50.1017886,30.7378478,City/Town
Velyka Karatul,50.1174471,31.5522422,City/Town
Marianivka,50.0930452,31.5427917,City/Town
Pleskachi,50.1132425,31.5319128,City/Town
Vovchkiv,50.1933065,31.4782876,City/Town
Vypovzky,50.0653348,31.6540186,City/Town
Haishyn,50.1250408,31.4845896,City/Town
Hreblia,50.1103557,31.4439507,City/Town
Chyrske,50.1104278,31.4947243,City/Town
Hlanyshiv,50.1500783,31.4917032,City/Town
Dovha Hreblia,50.1750086,31.5114961,City/Town
Horbani,50.0045648,31.8837891,City/Town
Chopylky,49.9715474,31.9033137,City/Town
Divychky,50.0648265,31.2673962,City/Town
Demiantsi,50.1176432,31.3972311,City/Town
Kharkivtsi,50.1421622,31.4146927,City/Town
Denysy,50.0963267,31.8110631,City/Town
Yerkivtsi,50.118606,31.2546853,City/Town
Studenyky,50.2036205,31.6119012,City/Town
Kozliv,50.2210281,31.5656102,City/Town
Kovalyn,50.074346,31.2013559,City/Town
Letsky,50.014683,31.6218802,City/Town
Vinyntsi,50.0292859,31.5987754,City/Town
Polohy-Chobitky,49.9869913,31.6711103,City/Town
Mazinky,50.1597093,31.3628192,City/Town
Mala Karatul,50.0516012,31.5615774,City/Town
Voskresenske,50.0614013,31.5501811,City/Town
Travneve,50.0799305,31.6150098,City/Town
Pereiaslavske,50.2581272,31.6597702,City/Town
Polohy-Verhuny,50.006669,31.7251855,City/Town
Natiahailivka,50.0305915,31.7114772,City/Town
Pershe Travnia,49.9794738,31.6849233,City/Town
Polohy-Yanenky,49.957902,31.7234637,City/Town
Pomokli,50.1122301,31.6777663,City/Town
Prystromy,50.2231001,31.4254871,City/Town
Zaostriv,50.2581795,31.3976099,City/Town
Svitanok,49.8688012,31.7146565,City/Town
Somkova Dolyna,50.1801624,31.6911718,City/Town
Sosnivka,50.1651607,31.71528,City/Town
Sosnova,50.1480266,31.7696749,City/Town
Stovpiahy,50.0674768,31.3500782,City/Town
Vesele,50.0828675,31.3224123,City/Town
Hrechanyky,50.0749257,31.3227025,City/Town
Kavkaz,50.0719455,31.3892888,City/Town
Strokova,50.1223768,31.6285324,City/Town
Tashan,50.0478781,31.8429553,City/Town
Polozhai,50.0832327,31.840016,City/Town
Ulianivka,49.9809527,31.74566,City/Town
Tarasivka,49.9495203,31.7694757,City/Town
Khotsky,49.908523,31.6474005,City/Town
Tsybli,50.0085496,31.5454343,City/Town
Shevchenkove,50.0449827,31.7578748,City/Town
Krasiatychi,51.0744055,29.6548364,City/Town
Mikhlivshchyna,51.0955115,29.6417004,City/Town
Lisove,51.0417204,29.6459647,City/Town
Dubova,51.1147321,29.6026248,City/Town
Levkovychi,51.0747574,29.7088111,City/Town
Horodeshchyna,51.1087386,29.6767942,City/Town
Dubova,51.1302559,29.6638701,City/Town
Vovchkiv,51.1028665,29.5427922,City/Town
Buda Vovchkivska,51.136557,29.6005415,City/Town
Stovpne,51.0763365,29.5146454,City/Town
Zalyshany,51.0404728,29.5701938,City/Town
Veresnia,51.071179,29.5884469,City/Town
Zelena Poliana,51.214589,29.5114979,City/Town
Luhovyky,51.2228447,29.4759868,City/Town
Zirka,51.2149068,29.4307747,City/Town
Maksymovychi,51.2019332,29.6142241,City/Town
Marianivka,51.197908,29.480558,City/Town
Mlachivka,51.1883551,29.5375432,City/Town
Romanivka,51.1619101,29.8138766,City/Town
Nivetske,51.2391985,29.78427,City/Town
Cheremoshna,51.2007957,29.8254029,City/Town
Rahivka,51.2016313,29.4143264,City/Town
Radynka,51.1961473,29.7191364,City/Town
Buda-Radynska,51.1857366,29.6836742,City/Town
Omelianivka,51.1791332,29.7616813,City/Town
Fedorivka,51.2114552,29.695843,City/Town
Steshchyna,51.150863,29.7255735,City/Town
Kalynivka,51.1391075,29.8041897,City/Town
Shkneva,51.1177615,29.4956284,City/Town
Stara Markivka,51.1192447,29.4595806,City/Town
Rokytne,49.6954596,30.4756411,City/Town
Byriuky,49.7345182,30.2869908,City/Town
Puhachivka,49.7161942,30.3237257,City/Town
Busheve,49.6409819,30.5961824,City/Town
Zhytni Hory,49.732687,30.460413,City/Town
Zapruddia,49.8069636,30.6468672,City/Town
Lubianka,49.7021985,30.7293182,City/Town
Liubka,49.6645184,30.7087927,City/Town
Pershotravneve,49.7241717,30.7111726,City/Town
Makivka,49.8069653,30.5842379,City/Town
Nova Makivka,49.774578,30.5694271,City/Town
Nastashka,49.6447813,30.3109959,City/Town
Kolesnykove,49.6049583,30.3197044,City/Town
Olshanytsia,49.6550723,30.6425485,City/Town
Ostriv,49.6715452,30.3895395,City/Town
Troitske,49.66103,30.3417791,City/Town
Romashky,49.7328713,30.6016086,City/Town
Bakumivka,49.7069424,30.6034964,City/Town
Savyntsi,49.7793275,30.5023843,City/Town
Syniava,49.6592089,30.4903198,City/Town
Teleshivka,49.7492256,30.610425,City/Town
Sharky,49.7087535,30.6251986,City/Town
Kalynivka,49.7264675,30.6546831,City/Town
Skvyra,49.7311576,29.6667486,City/Town
Kononivka,49.7041281,29.695317,City/Town
Antoniv,49.6290904,29.7790322,City/Town
Buky,49.837042,29.6452744,City/Town
Velyki Yerchyky,49.7932178,29.6395277,City/Town
Velykopolovetske,49.866097,29.9377266,City/Town
Andriivka,49.90603,29.9644728,City/Town
Mala Mykhailivka,49.8712645,29.8945543,City/Town
Horobiivka,49.6131079,29.6717938,City/Town
Lavryky,49.6008293,29.7222012,City/Town
Domantivka,49.7012808,29.6354205,City/Town
Kvitneve,49.703555,29.5831813,City/Town
Yamy,49.7022219,29.5608961,City/Town
Dulytske,49.8027175,29.7644695,City/Town
Bezpechna,49.8025649,29.744771,City/Town
Kalenna,49.5683208,29.5664616,City/Town
Kamiana Hreblia,49.7343245,29.7234327,City/Town
Zolotukha,49.761433,29.7273133,City/Town
Krasnolisy,49.8714964,29.7854002,City/Town
Kryvoshyintsi,49.7433694,29.4845608,City/Town
Tsapiivka,49.7517647,29.524548,City/Town
Tarasivka,49.7346675,29.811578,City/Town
Nova Pustovarivka,49.735445,29.7653448,City/Town
Mali Yerchyky,49.8359652,29.588374,City/Town
Mali Lysivtsi,49.8081957,29.5093351,City/Town
Mynkivtsi,49.7968045,29.4786954,City/Town
Movchanivka,49.5947939,29.5279601,City/Town
Rybchyntsi,49.6161998,29.5526947,City/Town
Ulianivka,49.6236972,29.5407887,City/Town
Orikhovets,49.5912677,29.6249262,City/Town
Pyshchyky,49.809211,29.9755322,City/Town
Bezuhliaky,49.8219422,29.9742024,City/Town
Pustovarivka,49.6972572,29.8234907,City/Town
Rohizna,49.8716752,29.7055251,City/Town
Dunaika,49.9005694,29.6963724,City/Town
Krasnianka,49.8605223,29.6709694,City/Town
Ruda,49.8002584,29.8463487,City/Town
Vladyslavka,49.8197758,29.817951,City/Town
Samhorodok,49.6658451,29.557858,City/Town
Novyi Shliakh,49.7056648,29.5192359,City/Town
Savran,49.6979392,29.5546085,City/Town
Selezenivka,49.755336,29.5647496,City/Town
Taboriv,49.8111683,29.722646,City/Town
Chubyntsi,49.8250146,29.6837501,City/Town
Tkhorivka,49.6920007,29.7702042,City/Town
Shaliivka,49.6545756,29.6967667,City/Town
Tereshky,49.6537977,29.7235414,City/Town
Shamraivka,49.7754919,29.8300967,City/Town
Shapiivka,49.6678775,29.6176316,City/Town
Tokarivka,49.6672852,29.6502494,City/Town
Stavyshche,49.3934867,30.1890783,City/Town
Antonivka,49.3926997,30.2811638,City/Town
Besidka,49.3105474,30.2751553,City/Town
Brylivka,49.3879474,30.3195212,City/Town
Vasylykha,49.4681489,30.0390091,City/Town
Vynarivka,49.4037319,30.102745,City/Town
Vyshkivske,49.4169015,30.1582153,City/Town
Heisykha,49.3472578,30.293632,City/Town
Zhuravlykha,49.4181952,30.3440719,City/Town
Ivanivka,49.4646862,30.1407113,City/Town
Bohatyrka,49.4565815,30.1055821,City/Town
Krasylivka,49.3013338,30.3390081,City/Town
Kryvets,49.4279436,30.1122215,City/Town
Hostra Mohyla,49.5112692,30.1525736,City/Town
Liubcha,49.5076563,30.1386379,City/Town
Polkovnyche,49.4665308,30.2244303,City/Town
Popruzhna,49.3656816,30.351968,City/Town
Rozumnytsia,49.2999636,30.2147954,City/Town
Rozkishna,49.3684147,30.1904511,City/Town
Snizhky,49.3663592,30.1199208,City/Town
Stanislavchyk,49.3292664,30.3793969,City/Town
Stryzhavka,49.3816723,29.9985675,City/Town
Vesele,49.4002561,29.961663,City/Town
Hryhorivska Sloboda,49.3551541,30.0282576,City/Town
Sukhyi Yar,49.3877824,30.0207356,City/Town
Chervone,49.3552887,30.0579667,City/Town
Torchytsia,49.4264878,30.0121083,City/Town
Yurkivka,49.3208551,30.0914222,City/Town
Torchytskyi Stepok,49.3324468,30.072669,City/Town
Yasenivka,49.4535144,30.2876395,City/Town
Tarashcha,49.5598798,30.4923816,City/Town
Velyka Berezianka,49.4285353,30.5499285,City/Town
Velyka Vovnianka,49.456605,30.43311,City/Town
Volodymyrivka,49.5350928,30.4126212,City/Town
Chervoni Yary,49.5378475,30.3618451,City/Town
Veselyi Kut,49.3644332,30.518552,City/Town
Dubivka,49.423428,30.4681232,City/Town
Mala Vovnianka,49.4297765,30.4611564,City/Town
Kyrdany,49.5833866,30.5466214,City/Town
Kyslivka,49.5175483,30.6033836,City/Town
Buda,49.5218913,30.6214328,City/Town
Kivshovata,49.4864003,30.6263613,City/Town
Makovetske,49.4425223,30.6504122,City/Town
Kosiakivka,49.3578649,30.5610167,City/Town
Antonivka,49.3771662,30.5639747,City/Town
Kryva,49.5996457,30.495717,City/Town
Kruti Horby,49.4281287,30.6092826,City/Town
Lisovychi,49.5185645,30.4736135,City/Town
Potoky,49.5325126,30.4432204,City/Town
Lukianivka,49.5085979,30.5700445,City/Town
Maloberezanske,49.5393161,30.5770285,City/Town
Luka,49.4805189,30.6692998,City/Town
Yushkiv Rih,49.4893391,30.3637995,City/Town
Ploske,49.4836046,30.2934282,City/Town
Rizhky,49.5428218,30.2984508,City/Town
Salykha,49.6095092,30.4485091,City/Town
Severynivka,49.5694669,30.2872932,City/Town
Krasiuky,49.5978249,30.3138638,City/Town
Stanyshivka,49.4675255,30.5254732,City/Town
Mala Berezianka,49.461107,30.4752158,City/Town
Stepok,49.5633217,30.6363671,City/Town
Bovkun,49.5852621,30.6388154,City/Town
Kalynove,49.3809664,30.4312616,City/Town
Chernyn,49.5704237,30.359334,City/Town
Ulashivka,49.5674516,30.4465158,City/Town
Tetiiv,49.3693101,29.675686,City/Town
Burkivtsi,49.4273662,29.606022,City/Town
Vysoke,49.2524371,29.8185592,City/Town
Halaiky,49.3874554,29.8744631,City/Town
Sofipil,49.3742183,29.8314637,City/Town
Holodky,49.2661581,29.6503843,City/Town
Horoshkiv,49.2467769,29.9055222,City/Town
Ridenke,49.2119379,29.8712488,City/Town
Denykhivka,49.2994611,29.8061747,City/Town
Dzveniache,49.3825515,29.5751125,City/Town
Tarasivka,49.3920328,29.5342634,City/Town
Dibrivka,49.3226794,29.7592952,City/Town
Dubyna,49.2918443,29.751733,City/Town
Kashperivka,49.4340905,29.6707461,City/Town
Kliuky,49.1976749,29.8071182,City/Town
Khmelivka,49.1961971,29.7687368,City/Town
Koshiv,49.4919144,29.6035765,City/Town
Pohreby,49.4775307,29.6610216,City/Town
Mykhailivka,49.3714727,29.558166,City/Town
Pershe Travnia,49.3602915,29.6061374,City/Town
Nenadykha,49.330912,29.8556829,City/Town
Odaipil,49.3378878,29.972936,City/Town
Piatyhory,49.3501135,29.9279154,City/Town
Molochne,49.3818178,29.9683545,City/Town
Rosishky,49.3090487,29.6734323,City/Town
Skybyntsi,49.43193,29.7440965,City/Town
Stadnytsia,49.2393742,29.7475344,City/Town
Stepove,49.285176,29.8600597,City/Town
Tainytsia,49.2715799,29.9358727,City/Town
Telizhyntsi,49.3368941,29.5838472,City/Town
Cherepyn,49.4034429,29.7991333,City/Town
Hryhorivka,49.4110884,29.7829543,City/Town
Cherepynka,49.4098526,29.8424145,City/Town
Borova,50.1758042,30.1013153,City/Town
Kozhanka,49.9681495,29.7625755,City/Town
Sofiivka,49.9444886,29.7407883,City/Town
Stepove,49.8973762,29.6629307,City/Town
Bortnyky,49.9990213,29.8953452,City/Town
Velyki Huliaky,50.1603369,29.7021344,City/Town
Vasylivka,50.2200343,29.6870332,City/Town
Fedorivka,50.1242025,29.6999316,City/Town
Velyka Snitynka,50.0917016,30.0120076,City/Town
Vepryk,50.1024336,29.8073436,City/Town
Mlynok,50.1315238,29.7643662,City/Town
Volytsia,50.0268721,29.7697211,City/Town
Didivshchyna,50.1508161,29.762717,City/Town
Vilshanska Nyva,50.2043655,29.7687365,City/Town
Demynivka,50.2047735,29.7145129,City/Town
Dmytrivka,50.0244289,29.7328808,City/Town
Pivni,50.0101463,29.7351682,City/Town
Dorohynka,50.1726974,29.9142492,City/Town
Koshchiivka,50.1761523,29.9671431,City/Town
Kyshchyntsi,49.999862,29.9528125,City/Town
Malopolovetske,49.9217916,29.8070618,City/Town
Tarasivka,49.8873632,29.8612273,City/Town
Mala Snitynka,50.1066222,29.9460563,City/Town
Velyka Ofirna,50.1251925,29.958585,City/Town
Mala Ofirna,50.1311755,29.9351983,City/Town
Motovylivska Slobidka,50.1270421,30.0417374,City/Town
Olenivka,50.1168448,30.1276245,City/Town
Palianychyntsi,49.9978665,29.9854059,City/Town
Pylypivka,49.9957838,29.9236922,City/Town
Yelyzavetivka,49.9543973,29.9486965,City/Town
Korolivka,49.9911376,29.9061496,City/Town
Pryshyvalnia,50.1728187,29.8247959,City/Town
Vyshnia,50.1403551,29.8427162,City/Town
Konchaky,50.1529543,29.7742786,City/Town
Skryhalivka,50.0959362,29.7328322,City/Town
Stavky,50.0822086,29.7257611,City/Town
Tomashivka,50.1760053,29.8079434,City/Town
Yaroshivka,50.2031791,29.8405752,City/Town
Trylisy,49.9844754,29.8325013,City/Town
Fastivets,50.0589293,30.0473081,City/Town
Hvardiiske,50.0413265,30.0143192,City/Town
Klekhivka,50.0726025,30.0773304,City/Town
Chervone,50.0101825,29.9381017,City/Town
Motovylivka,50.1589046,30.0684501,City/Town
Velyka Motovylivka,50.1363634,30.0843415,City/Town
Vyshniaky,50.1479748,30.0157223,City/Town
Tarasenky,50.1589159,29.9852252,City/Town
Yakhny,49.9098662,29.7505529,City/Town
Yahotyn,50.241392,31.7918317,City/Town
Chervone Zarichchia,50.3140585,31.7385297,City/Town
Sokolivshchyna,50.2800997,31.7130827,City/Town
Bohdanivka,50.2182506,32.0194643,City/Town
Koptevychivka,50.2187103,31.996671,City/Town
Hodunivka,50.2946184,32.0612617,City/Town
Dvirkivshchyna,50.253906,31.8754028,City/Town
Voronivshchyna,50.241519,31.8576413,City/Town
Kainary,50.3049011,31.8740254,City/Town
Cherniakhivka,50.2496298,31.9472186,City/Town
Zhoravka,50.2790992,32.0598987,City/Town
Lebedivka,50.2718469,32.0241843,City/Town
Zasupoivka,50.2593394,31.7197389,City/Town
Hryhorivka,50.2276983,31.6877501,City/Town
Fedorivka,50.2323316,31.7162439,City/Town
Kapustyntsi,50.0726617,31.8806443,City/Town
Dobranychivka,50.0463785,31.8920593,City/Town
Pluzhnyky,50.0444736,31.8792527,City/Town
Kuliabivka,50.3182247,31.6821,City/Town
Tuzhyliv,50.3069721,31.7015549,City/Town
Shevchenkove,50.3377671,31.7200559,City/Town
Lemeshivka,50.3045672,32.0796914,City/Town
Henzerivka,50.3526815,32.0429652,City/Town
Lukomshchyna,50.3709893,32.1210953,City/Town
Lozovyi Yar,50.3222104,31.995756,City/Town
Nychyporivka,50.1960758,31.8175774,City/Town
Trubivshchyna,50.1705799,31.802019,City/Town
Panfyly,50.2059322,31.7594483,City/Town
Raikivshchyna,50.3072678,31.7866055,City/Town
Rozumivka,50.3368804,31.7930246,City/Town
Rokytne,50.3256542,31.8158291,City/Town
Sotnykivka,50.3639907,31.8402969,City/Town
Sulymivka,50.2782138,31.9733631,City/Town
Bozhky,50.2779854,31.9134566,City/Town
Supoivka,50.3856744,31.7511216,City/Town
Dziubivka,50.3414201,31.7357967,City/Town
Ozerne,50.3997094,31.7728415,City/Town
Cherkasivka,50.331682,31.7431143,City/Town
Farbovane,50.1335068,31.8399678,City/Town
Chervone,50.3580367,31.9430507,City/Town
Cherniakhivka,50.2156753,31.9379924,City/Town
Hrechanivka,50.1921179,31.9726919,City/Town
Kropyvnytskyi,48.5186604,32.2518425,City/Town
Nove,48.5346447,32.1294901,City/Town
Oleksandriia,48.6679221,33.1104425,City/Town
Oleksandriiske,48.6082892,32.9783764,City/Town
Pantaivka,48.6766566,32.8939377,City/Town
Zvenyhorodka,48.618633,33.1362881,City/Town
Holovkivske,48.6162321,33.0839571,City/Town
Marto-Ivanivka,48.6413309,33.1004025,City/Town
Oleksandro-Stepanivka,48.6125266,33.1502178,City/Town
Znamianka,48.7119681,32.6734088,City/Town
Znamianka Druha,48.7125968,32.5921441,City/Town
Vodiane,48.7452607,32.5679351,City/Town
Svitlovodsk,49.054613,33.2471306,City/Town
Vlasivka,49.1168722,33.2771415,City/Town
Nova Praha,48.5661878,32.907545,City/Town
Hryhorivka,48.5439588,32.9787861,City/Town
Lozuvatka,48.6259742,32.9200437,City/Town
Oleksandro-Pashchenkove,48.5144277,32.813618,City/Town
Pryiutivka,48.7255197,33.0689732,City/Town
Oleksandrivka,48.7254801,33.3045497,City/Town
Sonyne,48.6793549,33.299129,City/Town
Andriivka,48.6339827,33.2183669,City/Town
Mala Berezivka,48.7100009,33.183575,City/Town
Rozheve,48.630251,33.1771857,City/Town
Stepanivka,48.6119701,33.1993491,City/Town
Surhany,48.6809149,33.2296646,City/Town
Bandurivka,48.7447843,32.9485934,City/Town
Morozivka,48.7324957,32.9205033,City/Town
Oliivka,48.7308023,32.9888689,City/Town
Yasynuvatka,48.7411729,32.90048,City/Town
Voinivka,48.7039243,33.0669451,City/Town
Holovkivka,48.5702088,33.0791141,City/Town
Ivanivka,48.5926232,32.9763888,City/Town
Divoche Pole,48.7444398,33.3943861,City/Town
Novozolotarivka,48.763153,33.3612361,City/Town
Petrozahiria,48.7256073,33.3680977,City/Town
Trudivka,48.7132997,33.3459067,City/Town
Dobronadiivka,48.5901989,33.4002313,City/Town
Zelenyi Barvinok,48.5651529,33.4464396,City/Town
Zelenyi Hai,48.5844712,33.4250526,City/Town
Katerynivka,48.533271,33.4135866,City/Town
Medove,48.5113965,33.350239,City/Town
Dolynske,48.7013236,33.6676279,City/Town
Izmailivka,48.5546535,33.211611,City/Town
Vydne,48.5096367,33.2402702,City/Town
Haiok,48.5279626,33.2457606,City/Town
Korolivka,48.5785354,33.218613,City/Town
Pishchanyi Brid,48.5743341,33.1958546,City/Town
Pustelnykove,48.5246734,33.218141,City/Town
Novoselivka,48.688302,32.9520076,City/Town
Vesele,48.6661112,32.9526374,City/Town
Kostiantynivka,48.8052245,33.0728216,City/Town
Butivske,48.8682408,33.1211689,City/Town
Zanfirivka,48.8582164,33.1159994,City/Town
Kosivka,48.8215538,33.0207379,City/Town
Kukolivka,48.6389479,33.2881933,City/Town
Hulevychi,48.6091088,33.370403,City/Town
Solovivka,48.6138845,33.310413,City/Town
Likarivka,48.798717,33.1710344,City/Town
Zaporizhzhia,48.7286325,33.2108624,City/Town
Novooleksiivka,48.8401529,33.161815,City/Town
Mykhailivka,48.5856783,33.5079231,City/Town
Pakharivka,48.5831851,33.6005914,City/Town
Tarasivka,48.5683624,33.4803408,City/Town
Nedoharky,48.7817738,33.2628304,City/Town
Vilnyi Posad,48.7867599,33.1973379,City/Town
Novoulianivka,48.7582384,33.2482995,City/Town
Hlyboke,48.7901873,33.2342325,City/Town
Marivka,48.7850464,33.2171368,City/Town
Popelnaste,48.6570948,33.6942966,City/Town
Travneve,48.6927076,33.5219388,City/Town
Bratske,48.7076247,33.5626296,City/Town
Zelena Balka,48.6546365,33.5452789,City/Town
Zelene,48.6683843,33.541396399999996,City/Town
